machine_id,block_id,rate
H7,B12,547.23705
H8,B12,547.23705
H9,B12,547.23705
H10,B12,547.23705
H11,B12,547.23705
H12,B12,547.23705
H13,B12,485.857474
H14,B12,485.857474
H15,B12,485.857474
H16,B12,485.857474
H17,B12,485.857474
H18,B12,485.857474
H1,B13,840.667813
H2,B13,840.667813
H3,B13,840.667813
H4,B13,840.667813
H5,B13,712.493871
H6,B13,712.493871
H7,B13,412.05364
H8,B13,412.05364
H9,B13,412.05364
H10,B13,412.05364
H11,B13,412.05364
H12,B13,412.05364
H13,B13,390.355818
H14,B13,390.355818
H15,B13,390.355818
H16,B13,390.355818
H17,B13,390.355818
H18,B13,390.355818
H1,B14,1211.438217
H2,B14,1211.438217
H3,B14,1211.438217
H4,B14,1211.438217
H5,B14,592.635124
H6,B14,592.635124
H7,B14,543.917676
H8,B14,543.917676
H9,B14,543.917676
H10,B14,543.917676
H11,B14,543.917676
H12,B14,543.917676
H13,B14,428.55574
H14,B14,428.55574
H15,B14,428.55574
H16,B14,428.55574
H17,B14,428.55574
H18,B14,428.55574
H1,B15,1222.739717
H2,B15,1222.739717
H3,B15,1222.739717
H4,B15,1222.739717
H5,B15,604.848814
H6,B15,604.848814
H7,B15,508.733067
H8,B15,508.733067
H9,B15,508.733067
H10,B15,508.733067
H11,B15,508.733067
H12,B15,508.733067
H13,B15,424.068533
H14,B15,424.068533
H15,B15,424.068533
H16,B15,424.068533
H17,B15,424.068533
H18,B15,424.068533
H1,B16,1137.006334
H2,B16,1137.006334
H3,B16,1137.006334
H4,B16,1137.006334
H5,B16,550.419781
H6,B16,550.419781
H7,B16,509.421951
H8,B16,509.421951
H9,B16,509.421951
H10,B16,509.421951
H11,B16,509.421951
H12,B16,509.421951
H13,B16,393.921089
H14,B16,393.921089
H15,B16,393.921089
H16,B16,393.921089
H17,B16,393.921089
H18,B16,393.921089
H1,B17,881.38626
H2,B17,881.38626
H3,B17,881.38626
H4,B17,881.38626
H5,B17,594.01767
H6,B17,594.01767
H7,B17,454.496159
H8,B17,454.496159
H9,B17,454.496159
H10,B17,454.496159
H11,B17,454.496159
H12,B17,454.496159
H13,B17,375.153566
H14,B17,375.153566
H15,B17,375.153566
H16,B17,375.153566
H17,B17,375.153566
H18,B17,375.153566
H1,B18,791.554221
H2,B18,791.554221
H3,B18,791.554221
H4,B18,791.554221
H5,B18,549.339296
H6,B18,549.339296
H7,B18,428.836184
H8,B18,428.836184
H9,B18,428.836184
H10,B18,428.836184
H11,B18,428.836184
H12,B18,428.836184
H13,B18,323.718536
H14,B18,323.718536
H15,B18,323.718536
H16,B18,323.718536
H17,B18,323.718536
H18,B18,323.718536
H1,B19,778.343092
H2,B19,778.343092
H3,B19,778.343092
H4,B19,778.343092
H5,B19,530.462047
H6,B19,530.462047
H7,B19,455.89742
H8,B19,455.89742
H9,B19,455.89742
H10,B19,455.89742
H11,B19,455.89742
H12,B19,455.89742
H13,B19,340.644503
H14,B19,340.644503
H15,B19,340.644503
H16,B19,340.644503
H17,B19,340.644503
H18,B19,340.644503
H1,B20,1247.838883
H2,B20,1247.838883
H3,B20,1247.838883
H4,B20,1247.838883
H5,B20,497.970568
H6,B20,497.970568
H7,B20,534.041401
H8,B20,534.041401
H9,B20,534.041401
H10,B20,534.041401
H11,B20,534.041401
H12,B20,534.041401
H13,B20,405.431868
H14,B20,405.431868
H15,B20,405.431868
H16,B20,405.431868
H17,B20,405.431868
H18,B20,405.431868
H1,B21,913.153605
H2,B21,913.153605
H3,B21,913.153605
H4,B21,913.153605
H5,B21,513.859146
H6,B21,513.859146
H7,B21,373.516311
H8,B21,373.516311
H9,B21,373.516311
H10,B21,373.516311
H11,B21,373.516311
H12,B21,373.516311
H13,B21,283.71151
H14,B21,283.71151
H15,B21,283.71151
H16,B21,283.71151
H17,B21,283.71151
H18,B21,283.71151
H1,B22,728.407386
H2,B22,728.407386
H3,B22,728.407386
H4,B22,728.407386
H5,B22,489.650598
H6,B22,489.650598
H7,B22,419.692748
H8,B22,419.692748
H9,B22,419.692748
H10,B22,419.692748
H11,B22,419.692748
H12,B22,419.692748
H13,B22,315.018051
H14,B22,315.018051
H15,B22,315.018051
H16,B22,315.018051
H17,B22,315.018051
H18,B22,315.018051
H1,B23,1197.285822
H2,B23,1197.285822
H3,B23,1197.285822
H4,B23,1197.285822
H5,B23,426.553152
H6,B23,426.553152
H7,B23,539.470624
H8,B23,539.470624
H9,B23,539.470624
H10,B23,539.470624
H11,B23,539.470624
H12,B23,539.470624
H13,B23,406.401028
H14,B23,406.401028
H15,B23,406.401028
H16,B23,406.401028
H17,B23,406.401028
H18,B23,406.401028
H1,B24,677.058747
H2,B24,677.058747
H3,B24,677.058747
H4,B24,677.058747
H5,B24,451.589228
H6,B24,451.589228
H7,B24,370.73804
H8,B24,370.73804
H9,B24,370.73804
H10,B24,370.73804
H11,B24,370.73804
H12,B24,370.73804
H13,B24,280.048395
H14,B24,280.048395
H15,B24,280.048395
H16,B24,280.048395
H17,B24,280.048395
H18,B24,280.048395
H1,B25,680.521653
H2,B25,680.521653
H3,B25,680.521653
H4,B25,680.521653
H5,B25,440.347054
H6,B25,440.347054
H7,B25,398.253986
H8,B25,398.253986
H9,B25,398.253986
H10,B25,398.253986
H11,B25,398.253986
H12,B25,398.253986
H13,B25,296.058316
H14,B25,296.058316
H15,B25,296.058316
H16,B25,296.058316
H17,B25,296.058316
H18,B25,296.058316
H1,B26,789.470912
H2,B26,789.470912
H3,B26,789.470912
H4,B26,789.470912
H5,B26,425.709315
H6,B26,425.709315
H7,B26,440.050061
H8,B26,440.050061
H9,B26,440.050061
H10,B26,440.050061
H11,B26,440.050061
H12,B26,440.050061
H13,B26,328.737477
H14,B26,328.737477
H15,B26,328.737477
H16,B26,328.737477
H17,B26,328.737477
H18,B26,328.737477
H1,B27,871.432517
H2,B27,871.432517
H3,B27,871.432517
H4,B27,871.432517
H5,B27,408.947357
H6,B27,408.947357
H7,B27,431.885764
H8,B27,431.885764
H9,B27,431.885764
H10,B27,431.885764
H11,B27,431.885764
H12,B27,431.885764
H13,B27,336.254791
H14,B27,336.254791
H15,B27,336.254791
H16,B27,336.254791
H17,B27,336.254791
H18,B27,336.254791
H1,B28,1041.724711
H2,B28,1041.724711
H3,B28,1041.724711
H4,B28,1041.724711
H5,B28,406.765774
H6,B28,406.765774
H7,B28,445.202669
H8,B28,445.202669
H9,B28,445.202669
H10,B28,445.202669
H11,B28,445.202669
H12,B28,445.202669
H13,B28,343.477271
H14,B28,343.477271
H15,B28,343.477271
H16,B28,343.477271
H17,B28,343.477271
H18,B28,343.477271
H1,B29,1161.784705
H2,B29,1161.784705
H3,B29,1161.784705
H4,B29,1161.784705
H5,B29,406.765774
H6,B29,406.765774
H7,B29,550.063066
H8,B29,550.063066
H9,B29,550.063066
H10,B29,550.063066
H11,B29,550.063066
H12,B29,550.063066
H13,B29,404.704244
H14,B29,404.704244
H15,B29,404.704244
H16,B29,404.704244
H17,B29,404.704244
H18,B29,404.704244
H1,B30,1215.768401
H2,B30,1215.768401
H3,B30,1215.768401
H4,B30,1215.768401
H5,B30,406.765774
H6,B30,406.765774
H7,B30,523.979453
H8,B30,523.979453
H9,B30,523.979453
H10,B30,523.979453
H11,B30,523.979453
H12,B30,523.979453
H13,B30,400.41365
H14,B30,400.41365
H15,B30,400.41365
H16,B30,400.41365
H17,B30,400.41365
H18,B30,400.41365
H1,B31,699.20826
H2,B31,699.20826
H3,B31,699.20826
H4,B31,699.20826
H5,B31,406.765774
H6,B31,406.765774
H7,B31,438.136494
H8,B31,438.136494
H9,B31,438.136494
H10,B31,438.136494
H11,B31,438.136494
H12,B31,438.136494
H13,B31,328.863937
H14,B31,328.863937
H15,B31,328.863937
H16,B31,328.863937
H17,B31,328.863937
H18,B31,328.863937
H1,B32,897.77249
H2,B32,897.77249
H3,B32,897.77249
H4,B32,897.77249
H5,B32,406.765774
H6,B32,406.765774
H7,B32,376.096784
H8,B32,376.096784
H9,B32,376.096784
H10,B32,376.096784
H11,B32,376.096784
H12,B32,376.096784
H13,B32,288.251097
H14,B32,288.251097
H15,B32,288.251097
H16,B32,288.251097
H17,B32,288.251097
H18,B32,288.251097
H1,B33,1153.449962
H2,B33,1153.449962
H3,B33,1153.449962
H4,B33,1153.449962
H5,B33,406.765774
H6,B33,406.765774
H7,B33,494.062645
H8,B33,494.062645
H9,B33,494.062645
H10,B33,494.062645
H11,B33,494.062645
H12,B33,494.062645
H13,B33,372.940463
H14,B33,372.940463
H15,B33,372.940463
H16,B33,372.940463
H17,B33,372.940463
H18,B33,372.940463
H1,B34,929.265321
H2,B34,929.265321
H3,B34,929.265321
H4,B34,929.265321
H5,B34,406.765774
H6,B34,406.765774
H7,B34,369.859695
H8,B34,369.859695
H9,B34,369.859695
H10,B34,369.859695
H11,B34,369.859695
H12,B34,369.859695
H13,B34,281.52146
H14,B34,281.52146
H15,B34,281.52146
H16,B34,281.52146
H17,B34,281.52146
H18,B34,281.52146
H1,B35,1231.638523
H2,B35,1231.638523
H3,B35,1231.638523
H4,B35,1231.638523
H5,B35,406.765774
H6,B35,406.765774
H7,B35,551.039174
H8,B35,551.039174
H9,B35,551.039174
H10,B35,551.039174
H11,B35,551.039174
H12,B35,551.039174
H13,B35,412.617731
H14,B35,412.617731
H15,B35,412.617731
H16,B35,412.617731
H17,B35,412.617731
H18,B35,412.617731
H1,B36,1088.144509
H2,B36,1088.144509
H3,B36,1088.144509
H4,B36,1088.144509
H5,B36,406.765774
H6,B36,406.765774
H7,B36,546.757333
H8,B36,546.757333
H9,B36,546.757333
H10,B36,546.757333
H11,B36,546.757333
H12,B36,546.757333
H13,B36,401.350323
H14,B36,401.350323
H15,B36,401.350323
H16,B36,401.350323
H17,B36,401.350323
H18,B36,401.350323
H1,B37,1076.044293
H2,B37,1076.044293
H3,B37,1076.044293
H4,B37,1076.044293
H5,B37,406.765774
H6,B37,406.765774
H7,B37,495.471485
H8,B37,495.471485
H9,B37,495.471485
H10,B37,495.471485
H11,B37,495.471485
H12,B37,495.471485
H13,B37,378.395634
H14,B37,378.395634
H15,B37,378.395634
H16,B37,378.395634
H17,B37,378.395634
H18,B37,378.395634
H1,B38,1308.996641
H2,B38,1308.996641
H3,B38,1308.996641
H4,B38,1308.996641
H5,B38,406.765774
H6,B38,406.765774
H7,B38,571.090316
H8,B38,571.090316
H9,B38,571.090316
H10,B38,571.090316
H11,B38,571.090316
H12,B38,571.090316
H13,B38,424.155599
H14,B38,424.155599
H15,B38,424.155599
H16,B38,424.155599
H17,B38,424.155599
H18,B38,424.155599
H1,B39,1235.784966
H2,B39,1235.784966
H3,B39,1235.784966
H4,B39,1235.784966
H5,B39,406.765774
H6,B39,406.765774
H7,B39,509.662947
H8,B39,509.662947
H9,B39,509.662947
H10,B39,509.662947
H11,B39,509.662947
H12,B39,509.662947
H13,B39,388.06789
H14,B39,388.06789
H15,B39,388.06789
H16,B39,388.06789
H17,B39,388.06789
H18,B39,388.06789
H1,B40,859.101197
H2,B40,859.101197
H3,B40,859.101197
H4,B40,859.101197
H5,B40,406.765774
H6,B40,406.765774
H7,B40,384.747619
H8,B40,384.747619
H9,B40,384.747619
H10,B40,384.747619
H11,B40,384.747619
H12,B40,384.747619
H13,B40,291.260743
H14,B40,291.260743
H15,B40,291.260743
H16,B40,291.260743
H17,B40,291.260743
H18,B40,291.260743
H1,B41,1214.001236
H2,B41,1214.001236
H3,B41,1214.001236
H4,B41,1214.001236
H5,B41,406.765774
H6,B41,406.765774
H7,B41,536.293725
H8,B41,536.293725
H9,B41,536.293725
H10,B41,536.293725
H11,B41,536.293725
H12,B41,536.293725
H13,B41,406.671641
H14,B41,406.671641
H15,B41,406.671641
H16,B41,406.671641
H17,B41,406.671641
H18,B41,406.671641
H1,B42,1084.138795
H2,B42,1084.138795
H3,B42,1084.138795
H4,B42,1084.138795
H5,B42,406.765774
H6,B42,406.765774
H7,B42,465.726709
H8,B42,465.726709
H9,B42,465.726709
H10,B42,465.726709
H11,B42,465.726709
H12,B42,465.726709
H13,B42,354.294056
H14,B42,354.294056
H15,B42,354.294056
H16,B42,354.294056
H17,B42,354.294056
H18,B42,354.294056
H1,B43,1123.283691
H2,B43,1123.283691
H3,B43,1123.283691
H4,B43,1123.283691
H5,B43,406.765774
H6,B43,406.765774
H7,B43,464.11704
H8,B43,464.11704
H9,B43,464.11704
H10,B43,464.11704
H11,B43,464.11704
H12,B43,464.11704
H13,B43,356.010887
H14,B43,356.010887
H15,B43,356.010887
H16,B43,356.010887
H17,B43,356.010887
H18,B43,356.010887
H1,B44,1192.259837
H2,B44,1192.259837
H3,B44,1192.259837
H4,B44,1192.259837
H5,B44,406.765774
H6,B44,406.765774
H7,B44,578.488428
H8,B44,578.488428
H9,B44,578.488428
H10,B44,578.488428
H11,B44,578.488428
H12,B44,578.488428
H13,B44,422.376708
H14,B44,422.376708
H15,B44,422.376708
H16,B44,422.376708
H17,B44,422.376708
H18,B44,422.376708
H1,B45,690.978614
H2,B45,690.978614
H3,B45,690.978614
H4,B45,690.978614
H5,B45,406.765774
H6,B45,406.765774
H7,B45,444.125767
H8,B45,444.125767
H9,B45,444.125767
H10,B45,444.125767
H11,B45,444.125767
H12,B45,444.125767
H13,B45,332.425917
H14,B45,332.425917
H15,B45,332.425917
H16,B45,332.425917
H17,B45,332.425917
H18,B45,332.425917
H1,B46,762.627029
H2,B46,762.627029
H3,B46,762.627029
H4,B46,762.627029
H5,B46,406.765774
H6,B46,406.765774
H7,B46,384.966637
H8,B46,384.966637
H9,B46,384.966637
H10,B46,384.966637
H11,B46,384.966637
H12,B46,384.966637
H13,B46,290.50446
H14,B46,290.50446
H15,B46,290.50446
H16,B46,290.50446
H17,B46,290.50446
H18,B46,290.50446
H1,B47,826.287692
H2,B47,826.287692
H3,B47,826.287692
H4,B47,826.287692
H5,B47,406.765774
H6,B47,406.765774
H7,B47,419.299425
H8,B47,419.299425
H9,B47,419.299425
H10,B47,419.299425
H11,B47,419.299425
H12,B47,419.299425
H13,B47,320.605125
H14,B47,320.605125
H15,B47,320.605125
H16,B47,320.605125
H17,B47,320.605125
H18,B47,320.605125
H1,B48,995.144271
H2,B48,995.144271
H3,B48,995.144271
H4,B48,995.144271
H5,B48,406.765774
H6,B48,406.765774
H7,B48,467.634212
H8,B48,467.634212
H9,B48,467.634212
H10,B48,467.634212
H11,B48,467.634212
H12,B48,467.634212
H13,B48,355.518929
H14,B48,355.518929
H15,B48,355.518929
H16,B48,355.518929
H17,B48,355.518929
H18,B48,355.518929
